ID;Age;Work_Experience;Family_Size
459756;56;1.0;4.0
463789;53;1.0;2.0
466947;57;1.0;5.0
464150;59;0.0;3.0
465693;25;1.0;4.0
461670;59;0.0;6.0
466768;36;0.0;4.0
461550;37;7.0;2.0
462438;22;1.0;3.0
460704;43;1.0;2.0
464884;41;1.0;2.0
467050;21;0.0;5.0
460738;49;1.0;
466176;38;8.0;1.0
459488;47;;4.0
467773;70;1.0;3.0
465425;31;1.0;4.0
462318;82;0.0;2.0
466078;51;;1.0
460792;42;11.0;
460197;38;8.0;3.0
459375;18;0.0;4.0
463862;50;6.0;3.0
460144;46;1.0;
462721;72;1.0;3.0
459637;33;;4.0
465809;25;1.0;7.0
466915;75;2.0;2.0
467343;72;1.0;1.0
466268;72;0.0;3.0
464868;36;6.0;6.0
464038;40;1.0;2.0
460176;28;0.0;4.0
462161;28;0.0;3.0
464841;19;0.0;3.0
464893;43;0.0;2.0
464443;35;1.0;2.0
467619;65;1.0;2.0
465974;52;7.0;4.0
462075;40;1.0;1.0
459494;69;9.0;3.0
466921;22;3.0;3.0
463544;47;1.0;4.0
461167;29;1.0;2.0
467364;46;1.0;3.0
462408;32;1.0;2.0
466224;38;0.0;1.0
465151;59;0.0;1.0
467216;26;1.0;1.0
460586;26;1.0;2.0
461197;28;0.0;1.0
462776;53;1.0;3.0
465058;43;;1.0
464088;27;1.0;3.0
459471;32;;8.0
464695;26;0.0;4.0
462331;31;0.0;2.0
466523;39;1.0;3.0
465337;43;1.0;3.0
460834;25;1.0;2.0
466824;40;3.0;3.0
461607;40;7.0;2.0
465091;63;;3.0
459532;27;;2.0
466999;27;1.0;3.0
466597;19;1.0;2.0
464075;86;0.0;2.0
463394;41;;2.0
462163;27;4.0;2.0
463895;70;0.0;2.0
464767;53;8.0;4.0
464763;49;;4.0
460718;55;3.0;
461989;57;0.0;4.0
466374;83;;1.0
463738;43;0.0;4.0
465967;36;6.0;3.0
462260;74;0.0;2.0
467234;30;0.0;4.0
466573;37;5.0;2.0
463229;22;0.0;1.0
459768;19;0.0;4.0
462541;70;4.0;2.0
467714;89;13.0;1.0
467730;18;;4.0
459474;25;6.0;1.0
460093;45;4.0;1.0
467865;35;3.0;1.0
465758;37;7.0;1.0
464184;39;4.0;2.0
462618;32;1.0;5.0
464226;62;2.0;3.0
465432;58;0.0;4.0
464087;32;;4.0
466627;25;0.0;5.0
467380;56;0.0;4.0
465842;36;10.0;2.0
464622;30;8.0;3.0
462083;19;1.0;5.0
460910;27;0.0;2.0
460255;38;14.0;1.0
460109;46;8.0;2.0
464306;29;3.0;1.0
466835;51;1.0;4.0
465192;55;0.0;1.0
463380;69;1.0;1.0
462391;26;1.0;8.0
467086;83;0.0;3.0
460306;39;9.0;1.0
460752;35;9.0;1.0
467264;19;2.0;5.0
461646;60;;4.0
463570;35;;4.0
465277;53;;1.0
467426;86;;
466258;29;1.0;3.0
463719;26;0.0;1.0
460032;36;8.0;1.0
465175;22;0.0;4.0
466610;19;0.0;5.0
459036;20;1.0;3.0
464047;43;3.0;3.0
459496;42;;3.0
459997;43;1.0;2.0
463382;50;4.0;3.0
460967;25;1.0;2.0
465094;61;1.0;2.0
461229;28;0.0;2.0
466442;38;1.0;1.0
464527;25;12.0;3.0
463560;18;9.0;5.0
460011;43;1.0;5.0
467207;27;8.0;1.0
465177;60;1.0;2.0
467531;75;2.0;1.0
465409;31;;4.0
462842;23;6.0;4.0
462124;36;8.0;1.0
466265;30;1.0;1.0
459789;56;1.0;2.0
464223;52;2.0;2.0
460280;39;0.0;1.0
460331;35;5.0;1.0
461494;33;0.0;2.0
460035;25;0.0;6.0
463812;27;0.0;2.0
465569;35;1.0;3.0
466333;41;1.0;2.0
467668;49;;3.0
462723;46;8.0;2.0
460909;31;;2.0
467777;49;;1.0
462404;26;9.0;1.0
461799;43;13.0;2.0
459933;30;8.0;4.0
463717;70;1.0;4.0
463652;28;;1.0
462149;89;3.0;1.0
462769;42;6.0;4.0
465532;37;6.0;3.0
462829;29;1.0;3.0
459210;68;1.0;2.0
464659;25;1.0;1.0
461411;29;1.0;
467759;48;0.0;2.0
461475;51;1.0;3.0
462714;40;1.0;5.0
466890;47;0.0;6.0
462888;39;;3.0
467479;35;1.0;4.0
466799;19;2.0;3.0
466557;21;7.0;
460873;46;0.0;3.0
466776;86;0.0;1.0
459462;66;0.0;2.0
465727;42;1.0;5.0
462348;73;1.0;2.0
460941;72;1.0;1.0
461629;53;0.0;3.0
459907;39;8.0;2.0
467146;27;9.0;1.0
460916;63;1.0;
459196;23;1.0;3.0
465444;30;0.0;4.0
464186;39;5.0;2.0
466412;26;1.0;3.0
459480;50;7.0;3.0
467880;45;1.0;2.0
460216;62;2.0;1.0
467941;27;1.0;3.0
466090;57;1.0;
462572;30;1.0;7.0
467443;32;7.0;4.0
462548;18;;5.0
459701;47;3.0;3.0
461139;32;4.0;4.0
461115;32;5.0;3.0
459027;67;1.0;4.0
467340;77;0.0;2.0
461410;79;0.0;2.0
460857;31;1.0;1.0
464300;42;0.0;3.0
460532;18;0.0;6.0
463287;50;1.0;4.0
461392;71;0.0;5.0
461546;72;1.0;3.0
467780;47;;3.0
462130;45;9.0;2.0
464684;40;9.0;5.0
462276;36;4.0;1.0
462142;42;;1.0
462417;30;4.0;4.0
466463;29;2.0;4.0
464736;28;0.0;5.0
467520;22;;2.0
459835;85;;1.0
463855;40;1.0;2.0
460344;52;14.0;2.0
466211;47;0.0;
460139;26;6.0;6.0
464126;55;3.0;1.0
461286;20;4.0;4.0
461621;87;0.0;2.0
460163;28;0.0;2.0
461958;38;2.0;2.0
464875;42;1.0;2.0
464791;42;0.0;6.0
464579;29;1.0;4.0
463531;32;0.0;4.0
462651;38;;5.0
465486;59;1.0;2.0
460882;22;0.0;2.0
467162;26;9.0;
461298;78;1.0;2.0
461595;32;0.0;3.0
459260;37;0.0;4.0
462772;37;1.0;4.0
462941;67;;2.0
459143;47;0.0;4.0
464532;68;0.0;2.0
460056;30;3.0;5.0
466761;48;2.0;1.0
465469;43;6.0;1.0
461886;33;9.0;2.0
465680;31;0.0;5.0
459316;32;1.0;2.0
465609;21;1.0;4.0
467009;29;2.0;4.0
461766;35;1.0;2.0
464938;46;0.0;3.0
462034;38;9.0;2.0
464049;32;1.0;3.0
467925;28;3.0;7.0
463711;68;3.0;1.0
463846;45;4.0;1.0
462064;58;0.0;3.0
463249;28;1.0;2.0
464217;32;12.0;3.0
463378;30;1.0;1.0
463035;42;3.0;4.0
459656;22;;6.0
463114;41;;3.0
465309;18;6.0;4.0
462688;29;8.0;3.0
459255;33;0.0;3.0
467385;47;1.0;
467492;57;1.0;2.0
460789;36;1.0;3.0
467307;57;1.0;3.0
464026;18;1.0;2.0
464645;52;1.0;5.0
462493;52;1.0;6.0
460685;51;6.0;4.0
460452;37;0.0;2.0
459322;36;0.0;1.0
464066;29;9.0;3.0
461114;45;1.0;4.0
465165;61;0.0;1.0
464526;52;1.0;4.0
460666;49;14.0;1.0
465417;40;;2.0
464096;31;1.0;5.0
464891;42;1.0;3.0
460107;51;1.0;5.0
467708;42;8.0;1.0
461873;29;1.0;4.0
465181;33;8.0;1.0
467204;27;;3.0
467320;21;0.0;4.0
459468;35;9.0;3.0
467316;42;0.0;1.0
466182;41;2.0;1.0
463757;39;0.0;3.0
462314;28;14.0;1.0
466392;45;3.0;
466652;61;1.0;2.0
461664;62;0.0;4.0
464105;65;1.0;2.0
466790;45;1.0;2.0
463844;26;9.0;2.0
462913;25;4.0;5.0
465541;45;1.0;4.0
459149;43;0.0;4.0
464508;49;1.0;3.0
458999;55;1.0;2.0
459947;37;3.0;1.0
465500;65;1.0;2.0
466009;32;10.0;5.0
466338;39;0.0;3.0
465122;40;2.0;2.0
465230;72;1.0;3.0
466369;38;5.0;1.0
463939;26;0.0;5.0
460825;30;1.0;3.0
461125;51;1.0;
463471;57;1.0;4.0
467415;31;1.0;1.0
465879;39;0.0;1.0
463961;30;0.0;4.0
462634;43;0.0;3.0
463622;27;8.0;1.0
466624;46;0.0;4.0
467785;43;1.0;2.0
461928;69;;1.0
460578;28;8.0;4.0
460198;43;9.0;1.0
467468;27;;5.0
463581;28;1.0;3.0
463968;33;;4.0
465414;30;0.0;1.0
464574;58;4.0;2.0
462312;38;8.0;4.0
467971;31;1.0;4.0
464746;32;4.0;5.0
459298;45;4.0;4.0
466414;66;1.0;3.0
460773;51;1.0;3.0
461594;59;;2.0
462713;40;;1.0
465163;46;11.0;5.0
462222;20;1.0;6.0
459342;84;1.0;2.0
463006;41;;1.0
463029;51;;3.0
460767;57;8.0;5.0
464319;33;0.0;1.0
462828;25;3.0;3.0
459873;55;;3.0
461608;56;;4.0
465155;77;1.0;1.0
461704;30;1.0;2.0
464826;23;6.0;5.0
462677;43;2.0;4.0
465006;39;5.0;1.0
463483;29;1.0;2.0
459816;37;;2.0
459002;45;2.0;2.0
465990;48;2.0;2.0
466044;27;0.0;4.0
461163;60;9.0;4.0
467106;45;4.0;3.0
467373;31;;1.0
461256;33;1.0;4.0
466522;18;6.0;4.0
459010;48;;3.0
466537;83;;2.0
459046;57;;4.0
459335;26;;3.0
462695;51;8.0;5.0
466208;67;2.0;1.0
462128;38;9.0;2.0
467329;40;0.0;1.0
461609;45;5.0;2.0
464470;48;0.0;4.0
462705;69;0.0;2.0
465255;21;9.0;5.0
462536;48;1.0;
461186;18;;3.0
466018;72;0.0;3.0
461385;85;;1.0
459115;21;1.0;5.0
461263;48;1.0;1.0
460027;37;6.0;
460366;28;1.0;5.0
464106;55;1.0;2.0
465696;56;0.0;2.0
461627;50;1.0;2.0
467963;21;1.0;4.0
462437;18;0.0;6.0
467543;68;0.0;2.0
465206;47;13.0;1.0
463040;75;1.0;2.0
461668;50;3.0;4.0
461955;31;0.0;4.0
467139;30;0.0;3.0
459366;41;0.0;4.0
460689;41;6.0;2.0
462167;35;2.0;1.0
466752;37;0.0;1.0
462778;60;0.0;
466902;50;0.0;3.0
459534;36;0.0;2.0
463399;26;3.0;3.0
465538;62;7.0;2.0
464878;22;0.0;4.0
467599;19;0.0;3.0
466226;45;0.0;5.0
463576;31;0.0;4.0
464911;56;0.0;3.0
466457;62;8.0;5.0
463909;25;1.0;3.0
466099;73;1.0;1.0
464427;62;1.0;4.0
463951;46;0.0;3.0
465638;51;;
465289;25;1.0;2.0
466718;66;0.0;2.0
464219;27;1.0;2.0
467098;87;1.0;2.0
467451;47;0.0;1.0
465137;57;1.0;4.0
462289;60;0.0;4.0
467459;40;;5.0
460308;32;7.0;
467647;28;2.0;3.0
459803;39;4.0;3.0
465972;47;9.0;1.0
459414;39;8.0;
466173;28;1.0;
464136;69;0.0;3.0
459286;42;0.0;1.0
463580;46;1.0;1.0
466636;23;3.0;3.0
461064;45;1.0;5.0
461597;38;1.0;4.0
458990;71;1.0;3.0
461351;26;0.0;2.0
464420;60;8.0;2.0
462060;46;1.0;2.0
465707;39;1.0;4.0
463733;18;1.0;3.0
463960;26;1.0;2.0
462395;53;1.0;2.0
461015;40;1.0;2.0
464965;76;;7.0
466267;26;0.0;3.0
464056;65;0.0;2.0
465898;37;12.0;2.0
465361;25;0.0;4.0
461394;21;0.0;5.0
466269;25;0.0;4.0
466213;23;4.0;5.0
465550;30;1.0;6.0
463451;30;0.0;4.0
463877;42;0.0;4.0
459499;81;;2.0
463876;49;1.0;5.0
465448;32;0.0;3.0
463041;43;;4.0
459325;26;9.0;4.0
467233;67;1.0;2.0
465264;88;0.0;1.0
461811;40;8.0;4.0
466370;48;0.0;4.0
465368;18;7.0;3.0
461245;39;5.0;3.0
467693;61;7.0;5.0
467879;51;;4.0
461499;25;0.0;2.0
465936;35;6.0;3.0
459748;46;0.0;2.0
466376;53;2.0;3.0
460215;48;9.0;1.0
462076;75;1.0;2.0
465756;23;1.0;3.0
463573;29;1.0;2.0
463455;46;0.0;2.0
460841;61;1.0;1.0
463959;37;1.0;1.0
461792;23;6.0;5.0
459118;21;;8.0
462791;33;7.0;4.0
460852;74;0.0;
463102;41;0.0;2.0
463302;58;;4.0
462659;25;8.0;2.0
463408;33;2.0;3.0
462071;43;0.0;2.0
464806;25;1.0;2.0
463664;26;0.0;1.0
467795;22;1.0;5.0
459141;28;0.0;2.0
465900;36;7.0;1.0
467265;28;1.0;3.0
464490;85;1.0;4.0
461920;30;0.0;
460411;43;7.0;2.0
466491;82;1.0;2.0
459062;48;;5.0
465248;18;3.0;3.0
463308;53;1.0;2.0
463478;50;0.0;4.0
465396;39;9.0;6.0
461954;35;2.0;6.0
467287;28;;3.0
463800;33;1.0;3.0
459894;35;1.0;3.0
459778;48;0.0;4.0
464662;50;1.0;3.0
460878;47;0.0;4.0
462187;50;4.0;1.0
462675;56;;4.0
461908;26;10.0;1.0
461951;21;0.0;4.0
465352;61;1.0;4.0
464258;88;0.0;2.0
464215;72;1.0;2.0
467561;61;1.0;2.0
460322;45;8.0;
464665;51;1.0;5.0
460670;42;6.0;2.0
461486;59;8.0;3.0
459526;45;4.0;1.0
465429;68;;3.0
466492;85;0.0;2.0
459489;46;1.0;4.0
459681;32;0.0;2.0
462971;70;0.0;1.0
461233;37;;
461221;30;1.0;4.0
464090;33;1.0;2.0
459863;61;;3.0
459822;37;0.0;1.0
462540;32;6.0;2.0
467411;52;0.0;2.0
463997;42;0.0;3.0
464103;47;3.0;2.0
465751;52;9.0;2.0
459797;66;0.0;3.0
460798;28;;6.0
464572;47;1.0;1.0
462352;52;1.0;3.0
460513;27;2.0;4.0
463228;56;0.0;5.0
464765;53;7.0;6.0
463720;45;1.0;4.0
460799;37;1.0;1.0
460891;36;2.0;4.0
460311;25;2.0;3.0
466727;45;1.0;2.0
466157;72;9.0;
465138;35;1.0;3.0
466361;72;1.0;2.0
463154;31;1.0;4.0
462967;47;4.0;3.0
460908;20;7.0;3.0
467560;73;1.0;2.0
463404;29;;2.0
463281;25;3.0;2.0
462466;52;0.0;4.0
463744;27;1.0;6.0
464209;52;1.0;4.0
462528;49;0.0;1.0
459518;60;;4.0
460061;45;0.0;1.0
466188;59;4.0;1.0
467914;18;8.0;5.0
462758;18;0.0;3.0
465704;55;1.0;1.0
460397;59;1.0;1.0
466676;22;0.0;2.0
465024;52;0.0;4.0
461630;51;1.0;3.0
465328;35;0.0;5.0
461220;26;8.0;3.0
463935;38;1.0;2.0
460514;43;1.0;4.0
466262;41;1.0;2.0
467094;27;8.0;
459280;60;0.0;1.0
464581;25;;4.0
459624;18;;5.0
460890;47;0.0;4.0
466415;71;1.0;1.0
462392;32;1.0;3.0
459706;60;1.0;3.0
464429;33;0.0;
467446;37;9.0;1.0
460528;48;9.0;1.0
464836;33;7.0;5.0
459212;68;1.0;2.0
462364;51;0.0;3.0
464549;52;1.0;4.0
464555;31;13.0;4.0
462027;39;1.0;1.0
467110;60;1.0;1.0
467123;50;4.0;3.0
459599;19;;4.0
467826;18;0.0;6.0
461837;37;0.0;2.0
467328;50;1.0;3.0
467962;20;0.0;
464025;19;1.0;6.0
460385;31;0.0;4.0
462551;53;14.0;2.0
462047;26;12.0;2.0
459958;37;8.0;3.0
465690;49;;2.0
459221;70;;1.0
461059;48;1.0;2.0
461227;21;0.0;4.0
466246;19;0.0;4.0
462619;61;0.0;
459561;31;;3.0
467048;65;0.0;3.0
467362;73;1.0;1.0
459846;50;1.0;3.0
460351;70;0.0;1.0
459515;58;0.0;1.0
460499;58;14.0;6.0
460829;18;1.0;2.0
466559;32;0.0;4.0
467236;40;4.0;1.0
461816;49;0.0;5.0
467409;35;8.0;1.0
466299;40;0.0;2.0
464565;30;12.0;4.0
465906;35;5.0;1.0
460950;28;0.0;5.0
466654;30;8.0;1.0
459649;39;1.0;2.0
461077;39;1.0;8.0
464642;26;6.0;7.0
463741;36;0.0;3.0
460594;26;9.0;
465253;21;1.0;3.0
459936;45;2.0;1.0
462998;45;10.0;4.0
464179;63;0.0;3.0
465655;45;1.0;1.0
462988;27;9.0;2.0
463933;47;0.0;7.0
462111;36;6.0;4.0
462435;49;;2.0
462747;25;7.0;4.0
462279;32;0.0;7.0
463383;41;6.0;3.0
459743;50;9.0;4.0
461762;63;0.0;2.0
463071;69;;4.0
464121;62;1.0;1.0
465051;63;1.0;3.0
460140;36;5.0;2.0
466197;31;8.0;2.0
460433;45;8.0;2.0
462953;45;1.0;4.0
462535;26;1.0;3.0
462921;49;;4.0
464735;38;8.0;3.0
464455;74;1.0;2.0
461675;61;1.0;1.0
464578;26;0.0;
466304;70;1.0;2.0
466850;30;;3.0
467041;57;1.0;4.0
464775;35;8.0;4.0
464858;20;1.0;3.0
462040;19;5.0;4.0
460800;52;1.0;3.0
459663;31;;6.0
462081;22;0.0;3.0
463047;27;9.0;
464500;39;1.0;3.0
460756;28;8.0;
462835;59;;4.0
463766;57;1.0;3.0
463874;25;1.0;4.0
463525;40;0.0;3.0
465653;53;1.0;2.0
465905;32;9.0;1.0
465663;70;0.0;2.0
465225;48;0.0;1.0
465001;75;1.0;2.0
466905;62;0.0;1.0
465573;41;1.0;6.0
467008;55;0.0;3.0
466995;35;8.0;
463397;20;4.0;3.0
466238;20;0.0;3.0
460531;35;0.0;5.0
462250;56;1.0;3.0
462611;39;1.0;7.0
459098;42;;3.0
465701;35;1.0;2.0
466242;35;1.0;1.0
466308;33;0.0;2.0
464039;42;1.0;2.0
459972;35;5.0;2.0
461801;27;0.0;3.0
462716;33;6.0;2.0
467218;32;9.0;1.0
460387;35;4.0;2.0
466441;22;0.0;9.0
462057;40;3.0;4.0
466991;51;3.0;2.0
459453;88;;
461714;82;1.0;2.0
463465;43;6.0;3.0
467940;29;9.0;4.0
461970;38;9.0;1.0
459877;37;0.0;3.0
460784;32;0.0;6.0
460137;26;5.0;4.0
465201;39;0.0;4.0
465371;43;0.0;1.0
463929;51;11.0;2.0
461998;52;0.0;2.0
460828;51;1.0;1.0
467523;20;;4.0
461673;33;0.0;5.0
459788;36;;1.0
462645;39;;6.0
462666;48;0.0;2.0
462587;78;1.0;2.0
459583;46;1.0;1.0
467361;26;;4.0
459493;26;0.0;7.0
464583;37;7.0;
462726;75;1.0;
466919;19;;5.0
467949;22;1.0;4.0
462406;27;6.0;3.0
460434;57;3.0;3.0
463729;32;;5.0
466827;37;0.0;4.0
463641;33;1.0;3.0
467294;57;0.0;1.0
460875;35;0.0;3.0
459183;26;1.0;3.0
464541;31;1.0;2.0
461249;53;1.0;
462959;56;2.0;2.0
459922;65;0.0;1.0
467935;23;7.0;3.0
461382;68;1.0;2.0
462521;32;9.0;1.0
463296;21;0.0;5.0
467003;61;;2.0
459705;25;1.0;2.0
459984;36;0.0;3.0
466051;25;3.0;1.0
463583;58;9.0;4.0
466100;66;1.0;2.0
461427;42;1.0;2.0
464193;36;13.0;2.0
467835;58;9.0;2.0
463000;36;0.0;1.0
462457;28;2.0;4.0
460426;45;4.0;2.0
466024;35;10.0;2.0
467031;59;11.0;3.0
467440;49;0.0;1.0
464377;51;0.0;1.0
465870;40;5.0;2.0
460677;49;2.0;2.0
460095;74;1.0;1.0
463297;27;4.0;2.0
461790;70;0.0;2.0
467410;62;0.0;2.0
465904;37;9.0;1.0
459393;40;8.0;3.0
465712;47;0.0;1.0
465771;52;1.0;4.0
462013;57;0.0;2.0
465620;37;8.0;3.0
459840;60;1.0;1.0
461460;43;7.0;3.0
466317;37;4.0;1.0
461962;59;1.0;3.0
466071;60;2.0;3.0
460796;69;1.0;3.0
467012;49;1.0;4.0
460357;23;1.0;5.0
460182;43;2.0;3.0
460491;22;1.0;7.0
466630;29;0.0;4.0
466331;26;0.0;2.0
463912;36;1.0;4.0
461728;55;1.0;1.0
463278;59;0.0;1.0
459413;83;;2.0
465659;55;3.0;
461746;53;2.0;3.0
465574;62;1.0;3.0
462170;73;0.0;3.0
460626;45;9.0;4.0
466122;28;4.0;8.0
466678;28;1.0;4.0
464930;25;0.0;2.0
465447;52;1.0;3.0
467549;61;11.0;3.0
463718;27;1.0;4.0
467626;31;8.0;2.0
459058;40;1.0;4.0
461983;27;1.0;3.0
461207;60;6.0;1.0
467585;40;6.0;2.0
464604;32;5.0;2.0
462529;42;1.0;2.0
460475;32;0.0;2.0
463553;27;9.0;2.0
460912;29;1.0;5.0
461715;43;0.0;5.0
459567;48;1.0;2.0
462340;62;1.0;6.0
461834;42;7.0;2.0
459677;25;8.0;2.0
465148;31;1.0;
467911;61;1.0;4.0
462981;26;8.0;1.0
463055;27;1.0;4.0
461884;40;0.0;2.0
467834;23;0.0;4.0
463019;45;0.0;4.0
466996;37;9.0;1.0
463026;28;;2.0
459479;70;1.0;2.0
465565;37;1.0;2.0
459523;19;1.0;4.0
464707;48;1.0;4.0
466796;56;0.0;5.0
462977;36;;3.0
462369;63;1.0;5.0
463053;68;1.0;2.0
462139;27;1.0;4.0
460922;30;1.0;3.0
463706;33;0.0;3.0
465703;25;2.0;2.0
462796;37;1.0;2.0
459558;30;0.0;3.0
459716;66;8.0;2.0
460599;31;0.0;1.0
465775;31;9.0;3.0
465392;45;8.0;5.0
464783;42;0.0;3.0
459439;46;1.0;2.0
464356;76;1.0;2.0
459881;25;8.0;4.0
461772;41;1.0;3.0
460551;49;0.0;2.0
466047;32;0.0;5.0
462248;55;0.0;2.0
465011;66;3.0;2.0
467898;68;0.0;1.0
461035;21;7.0;
465382;39;0.0;
464460;26;1.0;2.0
466291;22;;
461397;20;0.0;4.0
464302;50;1.0;3.0
465458;84;1.0;2.0
467276;43;12.0;5.0
461129;63;0.0;4.0
467406;37;9.0;1.0
463140;31;5.0;3.0
460980;26;1.0;3.0
464666;41;2.0;3.0
464236;62;1.0;2.0
466898;45;0.0;4.0
462736;28;6.0;3.0
467952;89;0.0;2.0
461399;20;0.0;4.0
466320;40;9.0;2.0
465142;23;0.0;4.0
